Model_1: X:0 Y:0 Z:0 R:270
Model_0: X:0 Y:0 Z:24 R:0
Model_0: X:0 Y:0 Z:-24 R:0
Model_0: X:-24 Y:0 Z:0 R:90
Model_0: X:24 Y:0 Z:0 R:90
Model_0: X:-48 Y:0 Z:0 R:90
Model_0: X:48 Y:0 Z:0 R:90
Model_0: X:0 Y:0 Z:48 R:0
Model_0: X:0 Y:0 Z:-48 R:0
Model_0: X:-72 Y:0 Z:0 R:90
Model_0: X:0 Y:0 Z:72 R:0
Model_0: X:72 Y:0 Z:0 R:90
Model_0: X:0 Y:0 Z:-72 R:0
Model_1: X:96 Y:0 Z:0 R:270
Model_1: X:0 Y:0 Z:-96 R:270
Model_1: X:-96 Y:0 Z:0 R:270
Model_1: X:0 Y:0 Z:96 R:270
Model_1: X:-96 Y:0 Z:-96 R:270
Model_0: X:-96 Y:0 Z:-72 R:0
Model_0: X:-96 Y:0 Z:-120 R:0
Model_0: X:-120 Y:0 Z:-96 R:90
Model_0: X:-72 Y:0 Z:-96 R:90
Model_0: X:-144 Y:0 Z:-96 R:90
Model_0: X:-48 Y:0 Z:-96 R:90
Model_0: X:-96 Y:0 Z:-48 R:0
Model_0: X:-96 Y:0 Z:-144 R:0
Model_0: X:-168 Y:0 Z:-96 R:90
Model_0: X:-96 Y:0 Z:-24 R:0
Model_0: X:-24 Y:0 Z:-96 R:90
Model_0: X:-96 Y:0 Z:-168 R:0
Model_1: X:-96 Y:0 Z:96 R:270
Model_0: X:-96 Y:0 Z:120 R:0
Model_0: X:-96 Y:0 Z:72 R:0
Model_0: X:-120 Y:0 Z:96 R:90
Model_0: X:-72 Y:0 Z:96 R:90
Model_0: X:-144 Y:0 Z:96 R:90
Model_0: X:-48 Y:0 Z:96 R:90
Model_0: X:-96 Y:0 Z:144 R:0
Model_0: X:-96 Y:0 Z:48 R:0
Model_0: X:-168 Y:0 Z:96 R:90
Model_0: X:-96 Y:0 Z:168 R:0
Model_0: X:-24 Y:0 Z:96 R:90
Model_0: X:-96 Y:0 Z:24 R:0
Model_1: X:96 Y:0 Z:96 R:270
Model_0: X:96 Y:0 Z:120 R:0
Model_0: X:96 Y:0 Z:72 R:0
Model_0: X:72 Y:0 Z:96 R:90
Model_0: X:120 Y:0 Z:96 R:90
Model_0: X:48 Y:0 Z:96 R:90
Model_0: X:144 Y:0 Z:96 R:90
Model_0: X:96 Y:0 Z:144 R:0
Model_0: X:96 Y:0 Z:48 R:0
Model_0: X:24 Y:0 Z:96 R:90
Model_0: X:96 Y:0 Z:168 R:0
Model_0: X:168 Y:0 Z:96 R:90
Model_0: X:96 Y:0 Z:24 R:0
Model_1: X:96 Y:0 Z:-96 R:270
Model_0: X:96 Y:0 Z:-72 R:0
Model_0: X:96 Y:0 Z:-120 R:0
Model_0: X:72 Y:0 Z:-96 R:90
Model_0: X:120 Y:0 Z:-96 R:90
Model_0: X:48 Y:0 Z:-96 R:90
Model_0: X:144 Y:0 Z:-96 R:90
Model_0: X:96 Y:0 Z:-48 R:0
Model_0: X:96 Y:0 Z:-144 R:0
Model_0: X:24 Y:0 Z:-96 R:90
Model_0: X:96 Y:0 Z:-24 R:0
Model_0: X:168 Y:0 Z:-96 R:90
Model_0: X:96 Y:0 Z:-168 R:0
